,user_num-mean,like_mean-mean,emo1-mean,emo1_r-mean,emo2-mean,emo2_r-mean,emo3-mean,emo3_r-mean,emo4-mean,emo4_r-mean,emo5-mean,emo5_r-mean,emo6-mean,emo6_r-mean,emo7-mean,emo7_r-mean,all_num-mean,y-mean,user_num-1,like_mean-1,emo1-1,emo1_r-1,emo2-1,emo2_r-1,emo3-1,emo3_r-1,emo4-1,emo4_r-1,emo5-1,emo5_r-1,emo6-1,emo6_r-1,emo7-1,emo7_r-1,all_num-1,user_num-2,like_mean-2,emo1-2,emo1_r-2,emo2-2,emo2_r-2,emo3-2,emo3_r-2,emo4-2,emo4_r-2,emo5-2,emo5_r-2,emo6-2,emo6_r-2,emo7-2,emo7_r-2,all_num-2,user_num-3,like_mean-3,emo1-3,emo1_r-3,emo2-3,emo2_r-3,emo3-3,emo3_r-3,emo4-3,emo4_r-3,emo5-3,emo5_r-3,emo6-3,emo6_r-3,emo7-3,emo7_r-3,all_num-3,y1,y2,y3,y
10,2742,351.3459653,1333.333333,0.297734218,2040.666667,0.444277853,320.6666667,0.071458804,272.6666667,0.062858932,111.6666667,0.025202501,9,0.002154876,445.3333333,0.096312816,4533.333333,5655,2573,316.497897,1417,0.372502629,1435,0.37723449,221,0.05809674,320,0.084121977,82,0.021556257,13,0.003417455,316,0.083070452,3804,2595,259.5897605,971,0.213359701,2132,0.468468468,516,0.113381674,327,0.07185234,200,0.043946385,13,0.002856515,392,0.086134915,4551,3058,477.9502383,1612,0.307340324,2555,0.487130601,225,0.042897998,171,0.032602479,53,0.010104862,1,0.000190658,628,0.119733079,5245,6514,5147,5304,3876
11,2521,309.6064301,1197,0.306460163,1783,0.446580775,279,0.066400762,265.3333333,0.065760961,111,0.026547272,8.666666667,0.002091323,343.3333333,0.086158743,3987.333333,4775.666667,2395,352.7316329,1203,0.333518159,1782,0.494039368,100,0.02772387,149,0.041308567,51,0.014139174,0,0,322,0.089270862,3607,2573,316.497897,1417,0.372502629,1435,0.37723449,221,0.05809674,320,0.084121977,82,0.021556257,13,0.003417455,316,0.083070452,3804,2595,259.5897605,971,0.213359701,2132,0.468468468,516,0.113381674,327,0.07185234,200,0.043946385,13,0.002856515,392,0.086134915,4551,5147,5304,3876,6055
12,2479.333333,369.6853625,1457,0.364298872,1704,0.42998862,213,0.052027109,224.3333333,0.056834485,70.66666667,0.017716712,25,0.005705362,285,0.07342884,3979,5078.333333,2470,439.8265577,1751,0.386875829,1895,0.418692002,318,0.070260716,204,0.045072912,79,0.017454706,62,0.01369863,217,0.047945205,4526,2395,352.7316329,1203,0.333518159,1782,0.494039368,100,0.02772387,149,0.041308567,51,0.014139174,0,0,322,0.089270862,3607,2573,316.497897,1417,0.372502629,1435,0.37723449,221,0.05809674,320,0.084121977,82,0.021556257,13,0.003417455,316,0.083070452,3804,5304,3876,6055,7283
13,2512,396.574234,1730.333333,0.39821203,1556.333333,0.374344843,272.3333333,0.060857416,294,0.066176343,83.66666667,0.019081926,34,0.007392865,312.6666667,0.073934576,4283.333333,5738,2671,397.1645113,2237,0.474242103,992,0.210303159,399,0.084587662,529,0.112147551,121,0.025651897,40,0.008479966,399,0.084587662,4717,2470,439.8265577,1751,0.386875829,1895,0.418692002,318,0.070260716,204,0.045072912,79,0.017454706,62,0.01369863,217,0.047945205,4526,2395,352.7316329,1203,0.333518159,1782,0.494039368,100,0.02772387,149,0.041308567,51,0.014139174,0,0,322,0.089270862,3607,3876,6055,7283,5814
14,2656.666667,386.3286456,1771.666667,0.400545426,1490,0.345068355,294,0.065729546,319,0.071566859,92,0.020869595,35,0.007649473,378.3333333,0.088570745,4380,6384,2829,321.9948678,1327,0.340518347,1583,0.406209905,165,0.042340262,224,0.057480113,76,0.019502181,3,0.000769823,519,0.133179369,3897,2671,397.1645113,2237,0.474242103,992,0.210303159,399,0.084587662,529,0.112147551,121,0.025651897,40,0.008479966,399,0.084587662,4717,2470,439.8265577,1751,0.386875829,1895,0.418692002,318,0.070260716,204,0.045072912,79,0.017454706,62,0.01369863,217,0.047945205,4526,6055,7283,5814,4655
15,2859.666667,354.7903527,1701.666667,0.392534937,1524.666667,0.362399418,208.6666667,0.047175488,294.6666667,0.066824322,78,0.01795537,15.33333333,0.003318723,464,0.109791741,4287,5917.333333,3079,345.2116788,1541,0.362844361,1999,0.47068519,62,0.01459854,131,0.030845303,37,0.008712032,3,0.000706381,474,0.111608194,4247,2829,321.9948678,1327,0.340518347,1583,0.406209905,165,0.042340262,224,0.057480113,76,0.019502181,3,0.000769823,519,0.133179369,3897,2671,397.1645113,2237,0.474242103,992,0.210303159,399,0.084587662,529,0.112147551,121,0.025651897,40,0.008479966,399,0.084587662,4717,7283,5814,4655,2864
16,2832.333333,321.6201026,1311.333333,0.332721198,1699.666667,0.43213981,244,0.065531961,154,0.039305374,74.33333333,0.019544856,4.666666667,0.001229531,432,0.10952727,3920,4444.333333,2589,297.6537611,1066,0.294800885,1517,0.419524336,505,0.13965708,107,0.029590708,110,0.030420354,8,0.002212389,303,0.083794248,3616,3079,345.2116788,1541,0.362844361,1999,0.47068519,62,0.01459854,131,0.030845303,37,0.008712032,3,0.000706381,474,0.111608194,4247,2829,321.9948678,1327,0.340518347,1583,0.406209905,165,0.042340262,224,0.057480113,76,0.019502181,3,0.000769823,519,0.133179369,3897,5814,4655,2864,4715
17,2777.666667,368.4725115,1347.333333,0.347661197,1660.666667,0.427957418,261.6666667,0.070931608,159.6666667,0.041717123,56.33333333,0.015013337,7,0.001868018,369.6666667,0.094851297,3862.333333,4078,2665,462.5520945,1435,0.385338346,1466,0.393662728,218,0.058539205,241,0.06471536,22,0.005907626,10,0.002685285,332,0.08915145,3724,2589,297.6537611,1066,0.294800885,1517,0.419524336,505,0.13965708,107,0.029590708,110,0.030420354,8,0.002212389,303,0.083794248,3616,3079,345.2116788,1541,0.362844361,1999,0.47068519,62,0.01459854,131,0.030845303,37,0.008712032,3,0.000706381,474,0.111608194,4247,4655,2864,4715,4795
18,2568.666667,380.1276791,1219.333333,0.340411976,1371,0.382107952,410.3333333,0.115986812,222.6666667,0.062881897,55,0.015352251,9.666666667,0.002713533,289.3333333,0.080545579,3577.333333,4124.666667,2452,380.1771816,1157,0.341096698,1130,0.333136792,508,0.149764151,320,0.094339623,33,0.009728774,11,0.003242925,233,0.068691038,3392,2665,462.5520945,1435,0.385338346,1466,0.393662728,218,0.058539205,241,0.06471536,22,0.005907626,10,0.002685285,332,0.08915145,3724,2589,297.6537611,1066,0.294800885,1517,0.419524336,505,0.13965708,107,0.029590708,110,0.030420354,8,0.002212389,303,0.083794248,3616,2864,4715,4795,3423
19,2447.666667,418.443156,1328.666667,0.390648264,1210,0.352418845,318.3333333,0.093829893,248.6666667,0.072726434,22,0.006383967,8.666666667,0.002508721,278.6666667,0.081483876,3415,4311,2226,412.6001918,1394,0.445509748,1034,0.330457015,229,0.073186322,185,0.059124321,11,0.0035155,5,0.001597955,271,0.08660914,3129,2452,380.1771816,1157,0.341096698,1130,0.333136792,508,0.149764151,320,0.094339623,33,0.009728774,11,0.003242925,233,0.068691038,3392,2665,462.5520945,1435,0.385338346,1466,0.393662728,218,0.058539205,241,0.06471536,22,0.005907626,10,0.002685285,332,0.08915145,3724,4715,4795,3423,3761
20,2421,383.5201576,1166.666667,0.349274357,1268.666667,0.371853959,380,0.111292693,248.3333333,0.073175017,39,0.01111262,6.333333333,0.001888881,275.6666667,0.081402472,3384.666667,3993,2585,357.7830994,949,0.261216625,1642,0.45196807,403,0.110927608,240,0.066061107,73,0.020093587,3,0.000825764,323,0.088907239,3633,2226,412.6001918,1394,0.445509748,1034,0.330457015,229,0.073186322,185,0.059124321,11,0.0035155,5,0.001597955,271,0.08660914,3129,2452,380.1771816,1157,0.341096698,1130,0.333136792,508,0.149764151,320,0.094339623,33,0.009728774,11,0.003242925,233,0.068691038,3392,4795,3423,3761,18796
